Date,Open,High,Low,Close,Adj Close,Volume
2017-05-17,9668.540039,9668.540039,9469.459961,9502.690430,9502.690430,0
2017-05-18,9501.139648,9501.139648,8529.969727,8812.620117,8812.620117,0
2017-05-19,8812.530273,9038.839844,8812.530273,8960.450195,8960.450195,0
2017-05-22,8960.450195,8960.450195,8724.980469,8786.889648,8786.889648,0
2017-05-23,8783.349609,9008.429688,8779.200195,8990.459961,8990.459961,0
2017-05-24,8990.490234,9177.959961,8990.490234,9109.679688,9109.679688,0
2017-05-25,9110.700195,9225.269531,9110.700195,9204.320313,9204.320313,0
2017-05-26,9204.320313,9312.419922,9204.320313,9291.730469,9291.730469,0
2017-05-29,9285.709961,9285.709961,9210.530273,9258.099609,9258.099609,0
2017-05-30,9259.469727,9285.459961,9242.940430,9267.009766,9267.009766,0
2017-05-31,9266.500000,9277.519531,9124.849609,9124.849609,9124.849609,0
2017-06-01,9124.849609,9238.280273,9102.540039,9113.919922,9113.919922,0
2017-06-02,9114.889648,9186.379883,9101.769531,9137.669922,9137.669922,0
2017-06-05,9137.019531,9153.349609,9077.360352,9104.480469,9104.480469,0
2017-06-06,9104.299805,9208.400391,9093.450195,9185.509766,9185.509766,0
2017-06-07,9186.129883,9258.400391,9169.179688,9230.330078,9230.330078,0
2017-06-08,9230.410156,9230.410156,9097.379883,9153.019531,9153.019531,0
2017-06-09,9153.160156,9195.290039,9058.549805,9098.200195,9098.200195,0
2017-06-12,9098.339844,9098.339844,8959.049805,8996.919922,8996.919922,0
2017-06-13,8995.690430,9022.549805,8955.410156,8998.099609,8998.099609,0
2017-06-14,8998.709961,9058.299805,8917.370117,8992.469727,8992.469727,0
2017-06-15,null,null,null,null,null,null
2017-06-16,8988.500000,9017.559570,8935.139648,8991.709961,8991.709961,0
2017-06-19,8992.089844,9055.759766,8992.089844,9048.620117,9048.620117,0
2017-06-20,9043.870117,9043.870117,8866.980469,8872.889648,8872.889648,0
2017-06-21,8873.490234,8895.889648,8801.169922,8830.089844,8830.089844,0
2017-06-22,8830.320313,8901.900391,8826.190430,8892.509766,8892.509766,0
2017-06-23,8893.769531,8907.030273,8862.629883,8874.679688,8874.679688,0
2017-06-26,8874.919922,8961.049805,8874.919922,8939.690430,8939.690430,0
2017-06-27,8939.759766,8947.599609,8829.009766,8839.740234,8839.740234,0
2017-06-28,8839.700195,8881.429688,8805.839844,8875.900391,8875.900391,0
2017-06-29,8878.400391,8931.070313,8824.750000,8888.549805,8888.549805,0
2017-06-30,8888.509766,9028.250000,8888.509766,9013.620117,9013.620117,0
2017-07-03,9013.950195,9056.629883,9013.950195,9040.900391,9040.900391,0
2017-07-04,9040.900391,9054.690430,9018.870117,9031.150391,9031.150391,0
2017-07-05,9031.620117,9092.969727,8996.919922,9071.349609,9071.349609,0
2017-07-06,9071.349609,9072.049805,8971.839844,8982.679688,8982.679688,0
2017-07-07,8983.000000,9052.070313,8948.259766,8990.019531,8990.019531,0
2017-07-10,8990.019531,9105.790039,8990.019531,9083.360352,9083.360352,0
2017-07-11,9083.830078,9154.000000,9055.120117,9144.750000,9144.750000,0
2017-07-12,9146.040039,9283.900391,9146.040039,9260.099609,9260.099609,0
2017-07-13,9260.139648,9376.370117,9260.139648,9375.750000,9375.750000,0
2017-07-14,9376.660156,9430.650391,9364.620117,9392.469727,9392.469727,0
2017-07-17,9392.389648,9404.190430,9339.669922,9350.980469,9350.980469,0
